Kod;Ilosc;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktNazwa;Jednostka;VAT;Wartosc;WartoscBrutto
31DRYZAPTRE;5,00;7,03;7,59;ZK 4344/02/2026;7269;Zaprawka do alkoholu Trojanka litewska BIO 20g DN;szt;8,00;35,15;37,96
11BIPBIPWIO2;1,00;7,43;7,80;ZK 4344/02/2026;464;BIO PLANET Wiórki kokosowe bezgl. BIO 200g;szt;5,00;7,43;7,80
11BATBATBRK;20,00;3,52;3,70;ZK 4344/02/2026;5986;BATON WARSZAWSKI Brownie KETO 50g;szt;5,00;70,40;73,92
11AVESOLZO;2,00;4,81;5,92;ZK 4344/02/2026;213;AVENA Sól ziołowa 170g;szt;23,00;9,62;11,83
21SUZLIMFA;3,00;19,58;21,15;ZK 4344/02/2026;7186;LIMFA 60 kaps. ZIELARZPOLSKI.PL;szt;8,00;58,74;63,44
71ROSBISKO;7,00;28,31;34,82;ZK 4344/02/2026;5411;BISZOFIT POŁTAWSKI Koncentrat do k±pieli 1000ml;szt;23,00;198,17;243,75
11DROPRZDP;6,00;5,00;5,40;ZK 4344/02/2026;569;Przypr. do potraw uniwer. VEGETARIANA 250g DROBDAR;szt;8,00;30,00;32,40
11ROYEKSWA;1,00;31,02;33,50;ZK 4344/02/2026;7158;Ekstrakt z Waleriany BIO 50ml ROYAL BRAND;szt;8,00;31,02;33,50
11ROYPASWB;1,00;23,58;25,47;ZK 4344/02/2026;5204;Pasta waniliowa BIO słoik 50g ROYAL BRAND;szt;8,00;23,58;25,47
11CELBATTR;1,00;2,39;2,51;ZK 4344/02/2026;7894;Baton FRUPP truskawka 10G CELIKO;szt;5,00;2,39;2,51
11BARMPLAJG;2,00;6,24;6,55;ZK 4344/02/2026;7776;BARTOLINI Makaron z płask. jasny gniazda BIO 250g;szt;5,00;12,48;13,10
31ANGMALL2;1,00;5,95;6,25;ZK 4344/02/2026;1868;Malina li¶ć BIO 25g DARY NATURY;szt;5,00;5,95;6,25
11MYCLIONS;1,00;46,59;50,32;ZK 4344/02/2026;6984;Lion's Mane BIO 100g MYCOLIFE;szt;8,00;46,59;50,32
31ANGSTOKW;1,00;7,46;7,83;ZK 4344/02/2026;1906;Stokrotka kwiat BIO 25g DARY NATURY;szt;5,00;7,46;7,83
11SIMPLADR1;1,00;9,59;11,80;ZK 4344/02/2026;6000;PIĘĆ PRZEMIAN Płatki drożdżowe nieaktywne b/g 150g;szt.;23,00;9,59;11,80
11CELBUDSM;1,00;0,85;0,89;ZK 4344/02/2026;7908;Budyń ¶mietankowy b/g b/c 40g CELIKO;szt;5,00;0,85;0,89
34NATZIOOW;1,00;11,47;12,04;ZK 4344/02/2026;2359;NATURA-WITA Owies ziele mielone 250g;szt;5,00;11,47;12,04
11CELBUDWA;1,00;0,85;0,89;ZK 4344/02/2026;7909;Budyń waniliowy b/g b/c 40g CELIKO;szt;5,00;0,85;0,89
11SIMNAPKO;2,00;13,64;14,73;ZK 4344/02/2026;6352;PIĘĆ PRZEMIAN Napój kokosowy w proszku BIO 200g;szt;8,00;27,28;29,46
11UNISUPS5;1,00;10,94;11,82;ZK 4344/02/2026;6586;SUPERSÓL Minerały do solenia 500g UNIPHAR;szt;8,00;10,94;11,82
11SIMERY02;1,00;17,69;21,76;ZK 4344/02/2026;3128;PIĘĆ PRZEMIAN Erytrytol 1000g;szt;23,00;17,69;21,76
11VISBRU;1,00;5,05;5,45;ZK 4344/02/2026;1056;Bruschetta 35g VISANA;szt;8,00;5,05;5,45
11BIPAMYGC;1,00;3,42;3,69;ZK 4344/02/2026;4030;AMYLON Galaretka cytrynowa bezglutenowa BIO 40g;szt;8,00;3,42;3,69
11VISBURAC;2,00;4,25;4,46;ZK 4344/02/2026;3964;Buraczki suszone 100g VISANA;szt;5,00;8,50;8,93
31DARROZ30B;1,00;4,54;4,77;ZK 4344/02/2026;7249;Rozmaryn BIO 30g DARY NATURY;szt;5,00;4,54;4,77
31ANGMNIKS;1,00;8,00;8,40;ZK 4344/02/2026;7131;Mniszek lekarski korzeń 100g DARY NATURY;szt;5,00;8,00;8,40
71NATKRAMC;1,00;15,76;19,38;ZK 4344/02/2026;2851;KRAUTERHOF Ma¶ć końska chłodz±ca 500ml;szt;23,00;15,76;19,38
11CELBATMAL;1,00;2,67;2,80;ZK 4344/02/2026;7896;Baton FRUPP malina 10g CELIKO;szt;5,00;2,67;2,80
71KORMYDAA;3,00;9,03;11,11;ZK 4344/02/2026;2800;KORANA mydło w płynie naturalne 500ml (dozownik);szt;23,00;27,09;33,32
21PLASLU08;2,00;12,91;13,94;ZK 4344/02/2026;1496;¦luzvit pastylki SŁOIK 80g + 25% gratis PLANTA-LEK;szt;8,00;25,82;27,89
34NATZIOPI;1,00;8,15;8,56;ZK 4344/02/2026;2360;NATURA-WITA Pigwa owoc 100g;szt;5,00;8,15;8,56
31ANGDZIEW;1,00;8,33;8,75;ZK 4344/02/2026;4865;Dziewanna kwiat BIO 25g DARY NATURY;szt;5,00;8,33;8,75
11VISPRZLU;2,00;7,34;7,93;ZK 4344/02/2026;1064;Przyprawa lubczykowa do rosołu 65g VISANA;szt;8,00;14,68;15,85
11CELBATKJM;1,00;2,39;2,51;ZK 4344/02/2026;7899;Baton FRUPP Kids jabłko - marakuja 9g CELIKO;szt;5,00;2,39;2,51
11BARMORK3S;1,00;5,02;5,27;ZK 4344/02/2026;7781;BARTOLINI Makaron orkiszowy 3-smakowy BIO 250g;szt;5,00;5,02;5,27
71SYLPLYDP;1,00;14,86;18,28;ZK 4344/02/2026;2998;Płyn do płukania jamy ustnej ziołowy 500ml SYLVECO;szt;23,00;14,86;18,28
11PROMAKGR;1,00;7,24;7,60;ZK 4344/02/2026;848;PRO NATURA Makaron gryczany BIO nitki 400g;szt;5,00;7,24;7,60
11VISSUSPC;2,00;3,90;4,21;ZK 4344/02/2026;1071;Suszone pomidory+czosnek+bazylia 25g VISANA;szt;8,00;7,80;8,42
21ASTOLEZY;1,00;10,10;12,42;ZK 4344/02/2026;3313;ASTRON Olej żywokostowy z gojnikiem 100ml;szt;23,00;10,10;12,42
34ANGROZHE;1,00;7,35;7,94;ZK 4344/02/2026;7826;Herb. Rozmarynowa BIO 80g DARY NATURY;szt;8,00;7,35;7,94
32ANGBEZCK1;2,00;10,07;10,57;ZK 4344/02/2026;4796;Bez czarny kwiat fix BIO 25*2g DARY NATURY;szt;5,00;20,14;21,15
11SIMLUSBJ;1,00;7,96;8,36;ZK 4344/02/2026;6364;PIĘĆ PRZEMIAN Łuska babki jajowatej 150g;szt;5,00;7,96;8,36
11BIFOCEJ13;1,00;6,75;8,30;ZK 4344/02/2026;3915;BIO FOOD Ocet jabłkowy niefiltrowany BIO 500ml;szt;23,00;6,75;8,30
11BILMAKPSC;1,00;6,64;6,97;ZK 4344/02/2026;7560;M±ka pszenna chlebowa 850 BIO 1kg BIOLIFE;szt;5,00;6,64;6,97
11BILMAKPSJ;1,00;6,64;6,97;ZK 4344/02/2026;7559;M±ka pszenna jasna 550 BIO 1kg BIOLIFE;szt;5,00;6,64;6,97
11BIPBIPPK;1,00;6,44;6,76;ZK 4344/02/2026;407;BIO PLANET Płatki orkiszowe BIO 600g;szt;5,00;6,44;6,76
21NAMMAGOL2;2,00;23,74;29,20;ZK 4344/02/2026;7180;Magnezowy olej 250ml NAMI;szt;23,00;47,48;58,40
11STETAGTB;2,00;10,23;11,05;ZK 4344/02/2026;3266;Tagatesse - 650 tabletek DAMHERT;szt;8,00;20,46;22,10
31DARGOZMIB;1,00;9,08;9,81;ZK 4344/02/2026;7813;GoĽdziki mielone BIO 30g DARY NATURY;szt;8,00;9,08;9,81
11BARMPLAJS;4,00;6,24;6,55;ZK 4344/02/2026;7777;BARTOLINI Makaron z płask. jasny ¶widerek BIO 250g;szt;5,00;24,96;26,21
21ASTSARSA;1,00;9,29;9,75;ZK 4344/02/2026;3315;ASTRON Sarsaparilla - kora 100g;szt;5,00;9,29;9,75
21PRNMLOIA;2,00;7,34;7,93;ZK 4344/02/2026;1543;MyVita Młody jęczmień proszek 100g;szt;8,00;14,68;15,85
