Kod;Ilosc;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktNazwa;Jednostka;VAT;Wartosc;WartoscBrutto
21GORVENSP;1,00;13,61;16,74;ZK 4192/02/2026;4855;GORVITA Venal spray na zmęczone nogi, żylaki 115ml;szt;23,00;13,61;16,74
11AAAKWACY;2,00;9,31;11,45;ZK 4192/02/2026;6520;NATURA-MED Kwasek cytrynowy 1kg;szt;23,00;18,62;22,90
71ZIAWAZBI;1,00;2,80;3,44;ZK 4192/02/2026;3106;Wazelina biała kosmetyczna 30ml ZIAJA;szt;23,00;2,80;3,44
11DIERZEKI;3,00;3,18;3,43;ZK 4192/02/2026;562;Rzeżucha nasiona na kiełki 80g DIETFOOD;szt;8,00;9,54;10,30
11SIMMUSTR;1,00;13,35;14,02;ZK 4192/02/2026;910;PIĘĆ PRZEMIAN Musli ows. z truskawk. b/g 500g;szt;5,00;13,35;14,02
21PLASLU08;1,00;12,91;13,94;ZK 4192/02/2026;1496;¦luzvit pastylki SŁOIK 80g + 25% gratis PLANTA-LEK;szt;8,00;12,91;13,94
11BIPBIPMT7;1,00;7,34;7,71;ZK 4192/02/2026;5903;BIO PLANET Mix str±czkowych BIO 400g;szt;5,00;7,34;7,71
32ANGCZYFJ;1,00;9,51;10,27;ZK 4192/02/2026;3668;Czystek ziele fix BIO 25*2g DARY NATURY;szt;8,00;9,51;10,27
11SIMPALZY;1,00;2,52;2,65;ZK 4192/02/2026;924;PIĘĆ PRZEMIAN Paluszki żytnie pełnoziar. BIO 45g;szt.;5,00;2,52;2,65
71NRAOLEDW;1,00;12,41;15,26;ZK 4192/02/2026;5233;Olejek do włosów mix ziół 50ml NATURA RECEPTURA;szt;23,00;12,41;15,26
71SYZPLYPRK;1,00;14,87;18,29;ZK 4192/02/2026;5485;ZIELKO Płyn do prania tkanin kolorowych 1000ml;szt;23,00;14,87;18,29
71BARSZASK2;1,00;8,07;9,93;ZK 4192/02/2026;7611;Szampon skrzyp polny 480ml BARWA ZIOŁOWA;szt;23,00;8,07;9,93
11SIMKASG1;1,00;7,58;7,96;ZK 4192/02/2026;892;PIĘĆ PRZEMIAN Kasza grycz. niepalona BIO 500g b/g;szt;5,00;7,58;7,96
71ETJOLTPO;1,00;5,65;6,95;ZK 4192/02/2026;3775;ETJA Olejek eteryczny nat. - Pomarańczowy 10ml;szt;23,00;5,65;6,95
31DARPIECM;1,00;6,17;6,66;ZK 4192/02/2026;1969;Pieprz czarny mielony 50g DARY NATURY;szt;8,00;6,17;6,66
11BIPBIPCW;1,00;1,12;1,21;ZK 4192/02/2026;5179;BIO PLANET Cukier z wanili± Bourbon BIO 15g;szt;8,00;1,12;1,21
71SOLZABMG;2,00;13,65;16,79;ZK 4192/02/2026;2950;ZABŁOCKA Mgiełka solankowa jodowo-bromowa 950ml;szt;23,00;27,30;33,58
11BIPBINPIW;3,00;7,11;8,75;ZK 4192/02/2026;3479;BIOMINKI Pianki o smaku waniliowym b/g BIO 100g;szt;23,00;21,33;26,24
34NATZIOOW;1,00;11,47;12,04;ZK 4192/02/2026;2359;NATURA-WITA Owies ziele mielone 250g;szt;5,00;11,47;12,04
21DOMZIESP;1,00;10,55;11,39;ZK 4192/02/2026;1223;ZIELONY LISTEK Stevia puder 150g;szt;8,00;10,55;11,39
31ANGLIPKI;2,00;9,08;9,53;ZK 4192/02/2026;1864;Lipa kwiat BIO 30g DARY NATURY;szt;5,00;18,16;19,07
31FLOROZAO;1,00;4,48;4,84;ZK 4192/02/2026;7491;Róża owoc 50g FLOS;szt;8,00;4,48;4,84
35MALFOR11;1,00;5,94;6,42;ZK 4192/02/2026;2470;F11 Zdrowa w±troba herbatka 20*2g MALWA;szt;8,00;5,94;6,42
31DARZPRDO;1,00;4,65;5,02;ZK 4192/02/2026;1987;Przyprawa do drobiu 50g DARY NATURY;szt.;8,00;4,65;5,02
21MIRGRYGL;1,00;12,63;13,64;ZK 4192/02/2026;6314;GLUKO-GRYK 60 saszetek MIR-LEK;szt;8,00;12,63;13,64
21ASTOSTM4;1,00;14,30;15,02;ZK 4192/02/2026;7935;ASTRON Ostropest plamisty mielony 1kg;szt;5,00;14,30;15,02
11MYCLIONS;1,00;46,59;50,32;ZK 4192/02/2026;6984;Lion's Mane BIO 100g MYCOLIFE;szt;8,00;46,59;50,32
11SIMPLADR1;2,00;9,59;11,80;ZK 4192/02/2026;6000;PIĘĆ PRZEMIAN Płatki drożdżowe nieaktywne b/g 150g;szt.;23,00;19,18;23,59
11AKALANCY;1,00;9,98;10,78;ZK 4192/02/2026;7379;Landrynki cytruski ze stewi± b/c 160g AKA;szt;8,00;9,98;10,78
11BIPBIPKG1;1,00;10,32;10,84;ZK 4192/02/2026;5963;BIO PLANET Kasza gryczana palona BIO 1kg;szt;5,00;10,32;10,84
11SIMWITC2;1,00;7,78;8,40;ZK 4192/02/2026;7444;PIĘĆ PRZEMIAN Witamina C 200g;szt;8,00;7,78;8,40
71ETJOLEOG;1,00;15,04;18,50;ZK 4192/02/2026;2646;ETJA Olej z Ogórecznika Lekarskiego EKO 50ml;szt;23,00;15,04;18,50
34NATZIORO;2,00;7,04;7,39;ZK 4192/02/2026;2328;NATURA-WITA Rooibos - czerwonokrzew afrykański 75g;szt;5,00;14,08;14,78
11SIDGUMMP;2,00;3,75;4,05;ZK 4192/02/2026;4586;CHEWSY Gumy do żucia mięta pieprz. z ksyl. 15g;szt;8,00;7,50;8,10
21SUPMAGCK;1,00;11,74;12,68;ZK 4192/02/2026;7061;Magnez cytrynian + B6 100 kaps. SUPLIIV;szt;8,00;11,74;12,68
71ARAFKBZJS;2,00;10,70;13,16;ZK 4192/02/2026;8009;FBT Krem-balsam z jadem skorpiona i pszczelim 75ml;szt;23,00;21,40;26,32
33ANGHERBO;1,00;5,62;6,07;ZK 4192/02/2026;3402;Herb. Body Line (odchudzanie) BIO 50g DARY NATURY;szt;8,00;5,62;6,07
11EKOBATNO1;1,00;1,82;1,91;ZK 4192/02/2026;5878;DOBRA KALORIA Baton Nerkowce & kokos 35g;szt;5,00;1,82;1,91
11AKALANOL;1,00;9,98;10,78;ZK 4192/02/2026;7380;Landrynki owoce lasu ze stewi± b/c 160g AKA;szt;8,00;9,98;10,78
21ASTPRZC1;1,00;7,37;7,74;ZK 4192/02/2026;7958;ASTRON Przytulia czepna herbatka 100g;szt;5,00;7,37;7,74
11CELBUDSM;1,00;0,85;0,89;ZK 4192/02/2026;7908;Budyń ¶mietankowy b/g b/c 40g CELIKO;szt;5,00;0,85;0,89
11BIPBINWE;4,00;6,60;8,12;ZK 4192/02/2026;3478;BIOMINKI Wężyki owoc. bez żelatyny b/g BIO 100g;szt;23,00;26,40;32,47
11BIPBIPRN;1,00;7,43;7,80;ZK 4192/02/2026;437;BIO PLANET Ryż ja¶minowy biały b/g BIO 500g;szt;5,00;7,43;7,80
71FLOSWIS3;1,00;9,41;11,57;ZK 4192/02/2026;2775;¦wietlik z babk± lancetowat± tuba 15ml FLOSLEK;szt;23,00;9,41;11,57
11BIFOLEKV1;1,00;11,67;12,25;ZK 4192/02/2026;7432;BIO FOOD Olej kokosowy VIRGIN BIO 180ml;szt;5,00;11,67;12,25
11DIERZOKI;1,00;4,59;4,96;ZK 4192/02/2026;563;Rzodkiewka na kiełki 80g DIETFOOD;szt;8,00;4,59;4,96
11ANGMIOWI;1,00;12,17;12,78;ZK 4192/02/2026;201;BARTNIK Miód wielokwiatowy 400g;szt;5,00;12,17;12,78
11BIPBIPPS1;1,00;6,15;6,46;ZK 4192/02/2026;6937;BIO PLANET Płatki ryżowe BIO 250g;szt;5,00;6,15;6,46
11BIPBIPLF1;1,00;11,81;12,40;ZK 4192/02/2026;6344;BIO PLANET Len złoty BIO 1kg;szt;5,00;11,81;12,40
71ARAGKBDZ;1,00;13,30;16,36;ZK 4192/02/2026;8003;GOLDEN PHARM Krem-balsam dziegciowy 50ml;szt;23,00;13,30;16,36
11BIPBIPPE;1,00;8,62;9,05;ZK 4192/02/2026;402;BIO PLANET Płatki jaglane BIO 600g;szt;5,00;8,62;9,05
11BIPBIPKU;1,00;5,37;5,64;ZK 4192/02/2026;332;BIO PLANET Kuskus razowy BIO 400g;szt;5,00;5,37;5,64
71MIRMYDNA;1,00;8,57;10,54;ZK 4192/02/2026;2839;Mydełko nat. ze srebrem kostka 100g VINSVIN;szt;23,00;8,57;10,54
34ARGSIL50;1,00;13,47;16,57;ZK 4192/02/2026;2254;SILVIANA herbata wspom. odchudzanie 50*3g;szt;23,00;13,47;16,57
11ANGMIOLO;1,00;16,55;17,38;ZK 4192/02/2026;197;BARTNIK Miód lipowy 400g;szt;5,00;16,55;17,38
34NATZIORU;1,00;11,14;11,70;ZK 4192/02/2026;2348;NATURA-WITA Rumianek koszyczek 100g;szt;5,00;11,14;11,70
31ANGGLOOW;3,00;5,84;6,13;ZK 4192/02/2026;1843;Głóg owoc BIO 100g DARY NATURY;szt;5,00;17,52;18,40
31ANGSWIZI;1,00;7,25;7,61;ZK 4192/02/2026;7410;¦wietlik ziele BIO 50g DARY NATURY;szt;5,00;7,25;7,61
11SIMMIGPR;1,00;8,40;8,82;ZK 4192/02/2026;908;PIĘĆ PRZEMIAN Migdały praż. z ksyl. + cynam. 100g;szt;5,00;8,40;8,82
31ANGPOKTO1;1,00;8,22;8,63;ZK 4192/02/2026;6542;Pokrzywa li¶ć BIO 80g DARY NATURY;szt;5,00;8,22;8,63
11STETAGTB;14,00;10,23;11,05;ZK 4192/02/2026;3266;Tagatesse - 650 tabletek DAMHERT;szt;8,00;143,22;154,68
11BIPBIPM3;1,00;8,41;8,83;ZK 4192/02/2026;340;BIO PLANET M±ka amarantusowa BIO 400g;szt;5,00;8,41;8,83
11BIPBIPMJ1;1,00;6,11;6,42;ZK 4192/02/2026;5037;BIO PLANET M±ka z samopszy pełnoziarnista BIO 500g;szt;5,00;6,11;6,42
11CELKAKEC;1,00;5,12;6,30;ZK 4192/02/2026;7925;Kakao ekstra ciemne b/g 80g CELIKO;szt;23,00;5,12;6,30
21SUZLIMFA;19,00;19,58;21,15;ZK 4192/02/2026;7186;LIMFA 60 kaps. ZIELARZPOLSKI.PL;szt;8,00;372,02;401,78
71ROSBISKO;6,00;28,31;34,82;ZK 4192/02/2026;5411;BISZOFIT POŁTAWSKI Koncentrat do k±pieli 1000ml;szt;23,00;169,86;208,93
11SIMSLISU;1,00;11,89;12,48;ZK 4192/02/2026;4794;PIĘĆ PRZEMIAN ¦liwki suszone bezglutenowe 250g;szt;5,00;11,89;12,48
11MIXVZELMAN;1,00;5,73;6,02;ZK 4192/02/2026;7868;VERI BERI Żelki mango i marakuja b/c b/g 50g;szt;5,00;5,73;6,02
11INSLEN20;4,00;4,79;5,03;ZK 4192/02/2026;633;Len mielony odtłuszczony złoty 200g INSTYTUT WNiRZ;szt;5,00;19,16;20,12
71VENHT015;1,00;7,80;9,59;ZK 4192/02/2026;3073;VENITA henna tuba nr 15 br±z;szt;23,00;7,80;9,59
31PROKADZI;4,00;11,67;12,60;ZK 4192/02/2026;4592;PROHERBIS Kadzidłowiec - Boswellia Serrata 50g;szt;8,00;46,68;50,41
11MIXVZELJA;1,00;5,12;5,38;ZK 4192/02/2026;7370;VERI BERI Żelki jagodowe b/c b/g 50g;szt;5,00;5,12;5,38
11BIPBIPGU;2,00;8,25;10,15;ZK 4192/02/2026;3994;BIO PLANET Guma Guar BIO 200g;szt;23,00;16,50;20,30
21NAMMASZYM2;1,00;53,14;65,36;ZK 4192/02/2026;6315;Ma¶ć żywokostowa z mumio 150ml NAMI;szt;23,00;53,14;65,36
71VENHT006;1,00;7,80;9,59;ZK 4192/02/2026;3065;VENITA henna tuba nr 6 tycjan;szt;23,00;7,80;9,59
21MIRLUDBO;1,00;8,48;9,16;ZK 4192/02/2026;5437;LUD. REC. ból głowy 20 sasz.;szt;8,00;8,48;9,16
11SMASODO5;1,00;3,90;4,80;ZK 4192/02/2026;3415;SMAKOSZ Soda oczyszczona 500g;szt;23,00;3,90;4,80
21AURFLOIM;4,00;4,10;4,43;ZK 4192/02/2026;6982;AURA Floradrop immune kapsułki 20 szt.;szt;8,00;16,40;17,71
21HAMLTRASCM;1,00;29,55;31,03;ZK 4192/02/2026;8065;LYSI Tran islandzki cytrynowo-miętowy 240ml;szt;5,00;29,55;31,03
11AVESOLZO;2,00;4,81;5,92;ZK 4192/02/2026;213;AVENA Sól ziołowa 170g;szt;23,00;9,62;11,83
11SIMLUSBJ;1,00;7,96;8,36;ZK 4192/02/2026;6364;PIĘĆ PRZEMIAN Łuska babki jajowatej 150g;szt;5,00;7,96;8,36
31KAWGLOOW;2,00;4,01;4,33;ZK 4192/02/2026;2103;Głóg owoc 50g KAWON;szt;8,00;8,02;8,66
21OLELEN20;1,00;9,24;11,37;ZK 4192/02/2026;1467;OLEOFARM Len mielony 200g + 200g;szt.;23,00;9,24;11,37
11EKOMINBORL;1,00;6,86;8,44;ZK 4192/02/2026;7570;Mini batoniki orzech laskowy 6x18g DOBRA KALORIA;szt;23,00;6,86;8,44
71VENHT014;1,00;7,80;9,59;ZK 4192/02/2026;3072;VENITA henna tuba nr 14 kasztan;szt;23,00;7,80;9,59
31PROANDRO;1,00;12,17;12,78;ZK 4192/02/2026;4593;PROHERBIS Andrographis Paniculata - ziele miel 50g;szt;5,00;12,17;12,78
21SUPDEPR;5,00;5,90;6,37;ZK 4192/02/2026;6782;DEPRELIIV - układ nerwowy, dobry nastrój 60 kaps.;szt;8,00;29,50;31,86
31FLOMECZE;1,00;4,91;5,30;ZK 4192/02/2026;3790;Męczennica ziele 50g FLOS;szt;8,00;4,91;5,30
11ANFNASPO;9,00;6,60;6,93;ZK 4192/02/2026;4360;Nasiona pokrzywy BIO 50g DARY NATURY;szt;5,00;59,40;62,37
31ANGRUMKO1;1,00;16,76;17,60;ZK 4192/02/2026;7285;Rumianek koszyczek BIO 100g DARY NATURY;szt.;5,00;16,76;17,60
34ANGCZACL;1,00;16,76;20,61;ZK 4192/02/2026;7141;Herb. czarna cejlońska li¶ć. BIO 100g DARY NATURY;szt;23,00;16,76;20,61
31DARCYNCF;2,00;9,41;10,16;ZK 4192/02/2026;4470;Cynamon Cejloński mielony BIO 50g DARY NATURY;szt.;8,00;18,82;20,33
21BIFZSHUPN;1,00;7,56;7,94;ZK 4192/02/2026;5841;Podpaski nocne 8 sztuk SHUYA HEALTH;szt;5,00;7,56;7,94
11COFKAWCY;2,00;4,73;5,11;ZK 4192/02/2026;557;Kawa CYKORIA instant b/g 100g COFFEE PROMOTION;szt;8,00;9,46;10,22
31FLOSZCPO;1,00;7,68;8,29;ZK 4192/02/2026;2079;Szczeć pospolita KORZEŃ 50g FLOS;szt;8,00;7,68;8,29
11CELKISTR;2,00;0,93;0,98;ZK 4192/02/2026;7913;Kisiel truskawkowy b/g b/c 40g CELIKO;szt;5,00;1,86;1,95
